品类,标准合同一级科目,标准合同二级科目,标准合同名称,标准合同编号,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,基础设施分包工程费,道路工程费,路基工程分包合同,BZJCSS-027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,基础设施分包工程费,隧道工程费,暗挖工程分包合同,BZJCSS-098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,基础设施材料采购费,人防工程采购费,人防设备采购合同,BZJCSS-208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,基础设施材料采购费,工艺工程采购费,低压储气罐设备采购合同,BZJCSS-233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,基础设施材料采购费,工艺工程采购费,低压空气压缩机设备采购合同,BZJCSS-232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,基础设施材料采购费,工艺工程采购费,压力滤油机设备采购合同,BZJCSS-230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,基础设施材料采购费,工艺工程采购费,曝气装置采购合同,BZJCSS-198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,基础设施材料采购费,工艺工程采购费,水处理设备采购合同,BZJCSS-126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,基础设施材料采购费,工艺工程采购费,水泵设备采购合同,BZJCSS-197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,基础设施材料采购费,工艺工程采购费,真空滤油机设备采购合同,BZJCSS-231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,基础设施材料采购费,工艺工程采购费,通风空调材料设备供货合同,BZJCSS-178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,基础设施材料采购费,控制系统采购费,控制系统供货合同,BZJCSS-199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,基础设施材料采购费,电力工程采购费,仪器仪表供货合同,BZJCSS-134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,基础设施材料采购费,电力工程采购费,弱电设备供货合同,BZJCSS-124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,基础设施材料采购费,电力工程采购费,电力工程材料设备采购合同,BZJCSS-120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,基础设施材料采购费,电力工程采购费,路灯专用箱式变电站采购合同,BZJCSS-133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,基础设施材料采购费,电力工程采购费,配电箱采购合同,BZJCSS-132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,基础设施材料采购费,苗木景观采购费,亭廊屋面采购合同,BZJCSS-161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,基础设施材料采购费,苗木景观采购费,喷泉采购合同,BZJCSS-162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,基础设施材料采购费,苗木景观采购费,园林桌椅采购合同,BZJCSS-159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,基础设施材料采购费,试验室设备采购费,实验室设备采购合同,BZJCSS-189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装分包工程费,人防工程费,人防工程分包合同,BZAZ-023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,VAV变风量、定风量采购费,VAV供货合同,BZAZ-058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,人防工程采购费,人防设备供货合同,BZAZ-041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,低压开关柜采购费,低压开关柜供货合同,BZAZ-032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,低压开关柜采购费,高、低压开关柜供货合同,BZAZ-160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,假负载采购费,假负载供货合同,BZAZ-194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,储能材料设备采购费,储能材料设备供货合同,BZAZ-193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,充电桩采购费,充电桩供货合同,BZAZ-097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,光伏材料设备采购费,光伏材料设备供货合同,BZAZ-192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,其他水暖设备采购费,其他水暖设备供货合同,BZAZ-049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,其他热力设备采购费,其他热力设备供货合同,BZAZ-040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,其他电气设备采购费,其他电气设备合同,BZAZ-035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,其他通风空调设备采购费,其他通风空调设备供货合同,BZAZ-065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,冷却塔采购费,冷却塔供货合同,BZAZ-051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,冷水机组采购费,冷水机组供货合同,BZAZ-050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,分体空调、VRV采购费,分体空调供货合同,BZAZ-059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,分集水器采购费,分集水器供货合同,BZAZ-039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,厨房材料设备采购费,厨房材料设备供货合同,BZAZ-188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,变压器采购费,变压器供货合同,BZAZ-031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,固定式电子秤采购费,固定式电子秤买卖合同,BZAZ-104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,垃圾处理材料设备采购费,垃圾处理材料设备供货合同,BZAZ-185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,容积式换热器采购费,容积式换热器供货合同,BZAZ-037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,小市政工程材料设备采购费,小市政工程材料设备供货合同,BZAZ-094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,应急电源采购费,应急电源供货合同,BZAZ-184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,恒温恒湿、精密空调采购费,恒温恒湿供货合同,BZAZ-061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,恒温恒湿、精密空调采购费,精密空调货合同,BZAZ-165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,恒温恒湿、精密空调采购费,除湿/加湿/恒湿机供货合同,BZAZ-109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,排污泵采购费,排污泵供货合同,BZAZ-046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,板式换热器采购费,板式换热器供货合同,BZAZ-052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,柴发采购费,柴发供货合同,BZAZ-034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,水处理设备采购费（全程水处理、除垢仪、软水器等）,水处理设备供货合同,BZAZ-042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,水泵、无负压供水设备采购费,水泵、无负压供水设备供货合同,BZAZ-045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,水箱采购费,不锈钢水箱供货合同,BZAZ-161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,水箱采购费,其他材质水箱,BZAZ-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,水箱采购费,水箱供货合同,BZAZ-044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,油烟净化器采购费,油烟净化器供货合同,BZAZ-063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,泳池热泵、泳池水处理采购费,泳池设备供货合同,BZAZ-064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,洁净设备采购费,洁净设备供货合同,BZAZ-181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,消防设备采购费,消防设备供货合同,BZAZ-091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,液压升降工作平台,液压升降工作平台供货合同,BZAZ-103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,热回收全热交换器采购费,热回收全热交换器供货合同,BZAZ-060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,热水器采购费（电热水器、开水器）,热水器供货合同,BZAZ-047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,热水器采购费（电热水器、开水器）,热水设备供货合同,BZAZ-162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,热通道采购费,热通道采购合同,BZAZ-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,电梯设备采购费,电梯设备供货合同,BZAZ-093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,监控系统采购费,监控系统供货合同,BZAZ-096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,空气源热泵采购费,热泵供货合同,BZAZ-163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,空气源热泵采购费,空气源热泵供货合同,BZAZ-053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,空调机组、新风机组、风机盘管采购费,其他空调设备供货合同,BZAZ-107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,空调机组、新风机组、风机盘管采购费,空调机组供货合同,BZAZ-056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,空调机组、新风机组、风机盘管采购费,空调机组供货合同,BZAZ-106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,空调机组、新风机组、风机盘管采购费,风机盘管供货合同,BZAZ-164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,空调水泵采购费,空调水泵供货合同,BZAZ-054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,紫外线消毒器、水箱自洁消毒器采购费,紫外线设备供货合同,BZAZ-043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,膨胀罐采购费,膨胀罐供货合同,BZAZ-038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,蓄冰系统采购费,蓄冰系统供货合同,BZAZ-182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,蓄冷罐采购费,蓄冷罐供货合同,BZAZ-055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,配电箱柜采购费,配电箱柜供货合同,BZAZ-033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,锅炉采购费,锅炉供货合同,BZAZ-036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,防火堵料采购费,防火堵料供货合同,BZAZ-078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,隔油器、污水提升装置采购费,隔油器供货合同,BZAZ-048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,静电过滤器、除臭装置过滤器采购费,空气处理设备供货合同,BZAZ-166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,静电过滤器、除臭装置过滤器采购费,静电过滤器、除臭供货合同,BZAZ-062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,风机采购费,排气扇供货合同,BZAZ-108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,风机采购费,风机供货合同,BZAZ-057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,安装材料采购费,风淋室、 货淋室采购费,风淋室、 货淋室采购合同,BZAZ-101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工技术措施费,其他零星机械费,变压器租赁合同,BZJCSS-206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工技术措施费,其他零星机械费,水平运输机械租赁及服务合同,BZKB-029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工技术措施费,其他零星机械费,混凝土泵租赁及服务合同,BZKB-121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工技术措施费,垂直运输机械费,吊篮租赁合同,BZKB-026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工技术措施费,垂直运输机械费,吊车租赁及服务合同,BZKB-028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工技术措施费,垂直运输机械费,塔吊检测服务合同,BZKB-032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工技术措施费,垂直运输机械费,塔吊租赁及服务合同,BZKB-023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工技术措施费,垂直运输机械费,大型机械采购合同,BZKB-036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工技术措施费,垂直运输机械费,大型机械预埋件采购合同,BZKB-100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工技术措施费,垂直运输机械费,施工升降机租赁及服务合同,BZKB-025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工技术措施费,垂直运输机械费,物料提升机租赁及服务合同,BZKB-031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工技术措施费,垂直运输机械费,起重机械采购合同,BZAZ-144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工技术措施费,垂直运输机械费,龙门吊租赁及服务合同,BZJCSS-235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工技术措施费,大型机械安拆费,升降机安拆分包合同,BZKB-102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工技术措施费,大型机械安拆费,塔吊安拆分包合同,BZKB-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工技术措施费,大型机械安拆费,物料提升机安拆分包合同,BZKB-030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工技术措施费,大型机械安拆费,龙门吊安拆分包合同,BZJCSS-236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工技术措施费,拌合站设备费,搅拌站设备合同,BZKB-063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工技术措施费,盾构设备租赁费,盾构机及后配套租赁合同,BZKB-099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工技术措施费,非实体周转架料体系,爬架租赁及服务合同,BZKB-053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工技术措施费,非实体模板背楞体系,爬模租赁及服务合同,BZKB-039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工组织措施费,临时设施费,临时供暖租赁合同,BZKB-012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工组织措施费,临时设施费,临水水泵采购合同,BZKB-020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工组织措施费,临时设施费,汽车衡采购合同,BZKB-092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工组织措施费,临时设施费,视频监控系统供货及安装合同,BZKB-008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工组织措施费,临时设施费,门禁、物料验收系统供货及安装合同,BZKB-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工组织措施费,二次搬运费,场内运输分包合同,BZKB-109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工组织措施费,安全施工费,施工电梯门供货及安装合同,BZKB-035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工组织措施费,安全施工费,智慧数字展馆供货及安装合同,BZKB-126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工组织措施费,文明施工费,洒水车租赁及服务合同,BZJCSS-203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
设备,施工组织措施费,环境保护费,防尘设施（设备）供货及安装合同,BZKB-087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
